Date,Mars Longitude,Saturn Longitude,Pluto Longitude,Mars-Saturn Angle,Mars-Pluto Angle,Saturn-Pluto Angle,Saturn-Pluto Square,Saturn-Pluto Opposition,Mars-Pluto Square,Mars-Pluto Opposition,Mars-Saturn Square,Mars-Saturn Opposition
1924-10-13,328.1840341593747,213.30710656406868,103.55818384314597,114.876927595306,224.6258503162287,109.7489227209227,False,False,False,False,False,False
1924-10-20,330.23210988207063,214.1430415116409,103.55107510287432,116.08906837042974,226.6810347791963,110.59196640876657,False,False,False,False,False,False
1924-10-27,332.7121538142611,214.98686592110687,103.52443591079445,117.72528789315425,229.18771790346665,111.46243001031242,False,False,False,False,False,False
1924-11-03,335.5663418672268,215.8322330722848,103.47896163286576,119.73410879494202,232.08738023436104,112.35327143941903,False,False,False,False,False,False
1924-11-10,338.7327978242768,216.67198510560505,103.41513975350229,122.06081271867177,235.31765807077454,113.25684535210276,False,False,False,False,False,False
1924-11-17,342.1538680847567,217.5002649824847,103.33451514962451,124.653603102272,238.8193529351322,114.1657498328602,False,False,False,False,False,False
1924-11-24,345.7868700764077,218.3104985854782,103.23806443622522,127.4763714909295,242.54880564018248,115.07243414925298,False,False,False,False,False,False
1924-12-01,349.60120246622984,219.096143855439,103.12783075498233,130.50505861079083,246.47337171124752,115.96831310045668,False,False,False,False,False,False
1924-12-08,353.5641529355582,219.84963887350247,103.00543106662239,133.7145140620557,250.55872186893578,116.84420780688008,False,False,False,False,False,False
1924-12-15,357.64496869747927,220.56514621948008,102.8735813974264,137.0798224779992,254.77138730005288,117.69156482205368,False,False,False,False,False,False
1924-12-22,1.8219503321699992,221.23600473013,102.73421455778625,219.41405439796,100.91226422561624,118.50179017234375,False,False,False,False,False,False
1924-12-29,6.081784810445641,221.85586206208106,102.5903211980529,215.77407725163542,96.50853638760726,119.26554086402815,False,False,False,False,False,False
1925-01-05,10.408326377701261,222.41755344123513,102.44418926060781,212.00922706353387,92.03586288290656,119.97336418062731,False,False,True,False,False,False
1925-01-12,14.784896567611252,222.9160092941934,102.29903036779481,208.13111272658216,87.51413380018356,120.61697892639859,False,False,True,False,False,False
1925-01-19,19.200052688639264,223.34559558342102,102.15704356681728,204.14554289478176,82.95699087817802,121.18855201660374,False,False,False,False,False,False
1925-01-26,23.648628588384355,223.70141704216874,102.02130819313506,200.0527884537844,78.3726796047507,121.68010884903369,False,False,False,False,False,False
1925-02-02,28.122806717097756,223.97836692787868,101.89395550010877,195.85556021078094,73.77114878301101,122.08441142776991,False,False,False,False,False,False
1925-02-09,32.613049087541484,224.1739859577861,101.77774920395787,191.56093687024463,69.16470011641638,122.39623675382823,False,False,False,False,False,False
1925-02-16,37.11291086668463,224.28585639742735,101.67430941239455,187.1729455307427,64.56139854570992,122.6115469850328,False,False,False,False,False,False
1925-02-23,41.62110961528871,224.3128852596533,101.58590611457711,182.6917756443646,59.964796499288404,122.7269791450762,False,False,False,False,False,True
1925-03-02,46.13428764614923,224.25472009696333,101.5137825229723,178.1204324508141,55.379494876823074,122.74093757399102,False,False,False,False,False,True
1925-03-09,50.64688243240284,224.11422488130967,101.45953957263086,173.46734244890683,50.81265714022802,122.65468530867881,False,False,False,False,False,False
1925-03-16,55.15511877654855,223.89497137356986,101.42369662577936,168.7398525970213,46.26857784923081,122.4712747477905,False,False,False,False,False,False
1925-03-23,59.659679268818834,223.60221106827103,101.40723063688492,163.94253179945218,41.747551368066084,122.19498043138611,False,False,False,False,False,False
